unix_time_offset,x_norm,y_norm,z,qx,qy,qz,qw
1230.81003284454,2957.8764687134,-283.871835400001,1.881126087,-0.02570609,0.015073258,0.652019098,0.757616717
1231.00192594528,2957.95822221041,-283.280826132046,1.881925633,-0.028575236,0.017946911,0.651846142,0.757600139
1231.20892643929,2958.02545553213,-282.766195295029,1.882362502,-0.028878144,0.016626676,0.651384152,0.758016024
1231.40068268776,2958.09891765611,-282.19244641799,1.889973801,-0.027006925,0.011986132,0.650391751,0.759024063
1231.60859322548,2958.17623017915,-281.61540830601,1.908270402,-0.024684472,0.00751693,0.64914346,0.760228217
1231.80047059059,2958.24839562224,-281.111293063965,1.932054785,-0.024233543,0.007316606,0.64790197,0.761302989
1231.99240589142,2958.33156118123,-280.561402549967,1.958010836,-0.024936439,0.011340702,0.647250173,0.761785256
1232.19919109344,2958.41936177807,-279.991397342994,1.977474795,-0.024869411,0.016931347,0.647805184,0.761211722
1232.4221072197,2958.49300790438,-279.491969304043,1.9888026,-0.023900154,0.019754719,0.648984521,0.760169472
1232.59803771973,2958.57877293415,-278.878700930974,1.997415169,-0.023864795,0.018566672,0.650193365,0.759166871
1232.80496478081,2958.65664081136,-278.321333997999,2.003758784,-0.02583647,0.014840626,0.650512845,0.758910581
1232.99677443504,2958.72890079813,-277.840209737071,2.005407642,-0.030048596,0.01104055,0.650812226,0.758563534
